Id,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
11072,game live hype 100 ti finish launch 11 hour zero performance issue need say real hype finish launch micro transaction store cosmetic everything available gameplay 100 worth full price 11 hour like half way chapter 2 maybe also get leg keep play long time,Recommended,361,18.0,17-09-2024
11073,goty,Recommended,7,96.2,17-09-2024
11074,ccol game tough boss invisible wall though,Recommended,40,78.5,17-09-2024
11075,dark soul gamer good love wukong story,Recommended,57,26.7,17-09-2024
11076,first game get hook love game,Recommended,42,60.3,17-09-2024
11077,superb game even tho sometimes want smash screen,Recommended,50,62.4,17-09-2024
11078,goty,Recommended,11,63.4,17-09-2024
11079,game certainly game year material 10/10 recommend everyone play least twice,Recommended,86,130.1,17-09-2024
11080,perfectif wouldve add mickey mouse kathleen kennedy wouldve lose put chic make gaaay,Recommended,103,34.7,17-09-2024
11081,story 10/10gameplay 10/10graphic sound 10/10animation 10/10games world 10/10character 10/10combat 10/10enemys ai 10/10soundtrack 10/10game optimize 10/10its wukong 10/10overall 10/10,Recommended,182,144.3,17-09-2024
11082,confront destinywith much hype build game release black myth wukong lot promise fulfill im glad say fully deliver even exceed expectation game boast breathtaking visuals showcasing diverse scenery enemy alike addictive combat system truly make feel like wukong masterful storytelling offer deep culturally rich talewhile true know source material game base journey west notice numerous easter egg reference build exist lore certainly require enjoy game full extenteach chapter game tell tale equally captivate last filled memorable bos fight diverse mechanic make battle test skill give u reward progression also many hidden side quest weave back main storyline surprising way keep eye peel every cornerand final bos game wow one creative fight ive ever experience amount hidden lore character journal entry surely leave player eager explore world look forward future dlcs expansion would recommend game anyone seek exceptional gaming experience even great story10/10,Recommended,1162,78.8,17-09-2024
11083,masterpiece 10/10,Recommended,18,75.1,17-09-2024
11084,great game,Recommended,10,113.7,17-09-2024
11085,game simply amaze wasnt go check initially hear buzz saw well steam god glad check black myth wukong hit practically everything park visuals stun amaze world feel alive vibrant boss difficult carefully craft story intriguing interesting game challenge reward never even think look read enemy bos bios story game thoroughly get interested anything review would like convince reader review buy download play game masterpiece truly amazing experience vote goty 2024 sure amazing job devs thank much wonderful game,Recommended,726,91.1,17-09-2024
11086,good fun,Recommended,10,27.9,17-09-2024
11087,good game,Recommended,8,6.4,17-09-2024
11088,sigma game,Recommended,10,59.5,17-09-2024
11089,monkeee,Recommended,7,80.3,17-09-2024
11090,amazing game play really good story youd think wouldnt much replayabillity theres much many secret miss first run really good game overall 9/10,Recommended,171,44.1,17-09-2024
11091,fun game,Recommended,7,54.7,17-09-2024
11092,gg,Recommended,2,41.5,17-09-2024
11093,awesome,Recommended,17,203.9,17-09-2024
11094,overall game linear quiet straight forward beginner play game really love cinematic cut scene game amount side quest far best game play long time craft armor upgrade even able claim spark mind core back really fantastic feel like developer spend enough time game order make sure even beginner reset case go wrong set spark mind core still do currently 59 hour chapter 6 take time really enjoy game science build look forward end game absolute blockbuster well do everyone work,Recommended,641,66.2,17-09-2024
11095,nice,Recommended,4,57.8,17-09-2024
11096,best game every play story tell nothing ever see pay attention every detail game,Recommended,100,139.5,17-09-2024
11097,fun,Recommended,7,15.7,17-09-2024
11098,game amazingmore god war soulslike,Recommended,49,83.6,17-09-2024
11099,finish first play 60hrs game incredible last fight one coolest experience ive 35yrs play game skeptical game new studio lot hype man game win look forward see dlcs store,Recommended,263,74.0,17-09-2024
11100,far fun game enjoy game allow explore open world game give taste exploration keep course main story boss challenge enough keep busy,Recommended,197,152.3,17-09-2024
11101,fun something havent video game long combat crispy feel good play art style sound effect amaze difficulty balance perfecti 2060 run game max low setting order get stable framerate without pc overheat,Recommended,252,53.5,17-09-2024
11102,yeah,Recommended,4,58.1,17-09-2024
11103,game fun fight boss bos see cutseane,Recommended,70,89.5,17-09-2024
11104,disclaimer play game 3080 experience performance issue mileage may vary lowerend hardwareblack myth wukong outstanding gameeasily 9/10 possibly higher youre familiar source material however developer inexperience evident certain areasprosfluid engage combat variety spell transformation widely praise id like highlight see mechanic reward player master bos movesets without feel overpower personally prefer parryingpassion devs love game shin endofchapter cutscenes artistically craft background story enemy add depth worldincredible bos design memorable encounter like best gamingstunning visuals graphic simply breathtaking beautiful doesnt even begin describe itunique setting aesthetic chinese mythologybased world feel refresh need game explore rich mythos,Recommended,912,81.3,17-09-2024
11105,amazing screenrant ign game journalism dead lol,Recommended,64,69.1,17-09-2024
11106,exceptional every regard must play,Recommended,35,122.0,17-09-2024
11107,good,Recommended,14,8.4,17-09-2024
11108,great game,Recommended,10,64.0,17-09-2024
11109,monkey funny,Recommended,16,79.1,17-09-2024
11110,best game 2024,Recommended,14,81.5,17-09-2024
11111,good soul like action combat game really lot fun play explore beautiful amazing world create game impressive visually play incredibly well quickly become one favorite game year also interesting learn story mythology completely different part world idea definitely recommend anybody enjoy action combat/souls like type game,Recommended,442,8.2,17-09-2024
11112,really enjoy play game 30 hour im half way throw game im hook,Recommended,86,90.2,17-09-2024
11113,amazing game give hope future game industry seem hellbent self destruction,Recommended,97,297.8,17-09-2024
11114,great gamecan challenge,Recommended,26,99.3,17-09-2024
11115,gaoty,Recommended,6,60.9,17-09-2024
11116,incredibly reward fun breath take visually fluid extraordinary bos fight recommend enough,Recommended,99,112.9,17-09-2024
11117,猴哥 猴哥你真了不得,Recommended,12,60.6,17-09-2024
11118,game company learn something,Recommended,41,17.6,17-09-2024
11119,worth buying,Recommended,11,100.4,17-09-2024
11120,amaze combat gameplay story game fight cinematics long daunt enemy nicely pace dont feel bored go around always someone fight boss minor one somewhat closely pack youll run bos fight every boss unique pose different challenge thing game suffer invincible wall barrie around area certain time might get way explore sometimes certain combat area,Recommended,451,69.0,17-09-2024
11121,amazing journey everyone play game enjoy studio manage perfect way,Recommended,99,45.5,17-09-2024
11122,masterpiece 10/10,Recommended,16,60.8,17-09-2024
11123,poor monke die monke,Recommended,22,49.4,17-09-2024
11124,honestly first aaa game enjoy long time game really good game b remind game use play grow 90 explore learn go fight stronger stronger enemy god fightingnothing satisfying use spell pluck many jjk jump enemy seriously 5 monkey homies put law giant mfr attitudeas difficulty id say par elden ring feel bit easier le confusing combat flow enjoyably lot like elden ring except ux make like 10x sensei say main thing missing map end instal mod call simple map use kind birdseyeview map setup show increase enjoyment lot,Recommended,725,22.3,17-09-2024
11125,fully finish game achievement wow absolute blast game black myth wukong may sold/advertised soul like game let tell definitely lot element similar also put unique twist itthe overall gameplay loop incredibly fun exploration enemy bos encounter top notch feel distinctive different feel like breath fresh air new enemy encounter overarching story pretty well do would get indepth story definitely want spoil hahaoverall id say game gem absolute masterpiece,Recommended,564,97.6,17-09-2024
11126,kenjaku wouldnt like game,Recommended,27,27.1,17-09-2024
11127,likely win game year masterpiece,Recommended,43,70.7,17-09-2024
11128,game fire,Recommended,15,77.3,17-09-2024
11129,gas,Recommended,3,115.3,17-09-2024
11130,qwerty,Recommended,6,63.7,17-09-2024
11131,block least parrythe boss rape cant even level enough take couple hit bos graphic good really wish open world,Not Recommended,151,14.3,17-09-2024
11132,play shut play,Recommended,23,133.2,17-09-2024
11133,easy goty 24 goty 24 riggedok spend 7 hour pickign flower rng drop trophy thats bad thing gamei 100ed game,Recommended,142,111.1,17-09-2024
11134,prosunique look character world great variety detailed model cool effect dont distract viewreadable easy use uicontrols responsive smooth heavy attracks magic consumables cant cancel design push control combat instead spamming attracksin order perform heavy attack need land light attack perfect dodge fill special meter save multiple heavy attack perform special move depend stance unlock stance improve new move unlock within select stance im glad progression isnt increase attack health point also stat improvement good variety magic change combat style great synergy regular attracks heavy attracks magic need use caution take time enemy punish bad timing defeat certain enemy get power use small amount timeprogression doesnt require grind rearrange upgrade try something else get stick almost never game final boss make experimentthere side quest unlock secret levelsmost regular enemy respect rarely spam attack lose big amount healthlarge number boss different level difficulty sweat fest boss fun move readable dodgeable way avoid damage besides dodgingperformance questionable rtx 4070 ti super i712700kf 1440p ultra mid rt dlss 80 frame generation get 100110 fps rt seem necessary get good lighting shadow dl frame gen bring visual artefact also shader traversal stutter shader stutter problem improve time still annoy traversal stutter doesnt bother much get less loading screen,Recommended,1722,66.4,17-09-2024
11135,game exceed expectation,Recommended,30,1.9,17-09-2024
11136,game fire,Recommended,10,12.7,17-09-2024
11137,black myth wu kong game transcend typical expectation action rpgs moment begin become clear ordinary experience meticulous attention detail combat mechanic extraordinary offer perfect balance strategic depth fluid action move feel deliberate calculate meaningful allow player execute ability absolute precisionthe narrative equally impressive blending myth legend cohesive compelling storyline challenge player adapt new increasingly difficult enemy reflect world role within protagonist journey though fictional offer profound sense empowerment every choice action reverberates purposevisually black myth wu kong stun environment craft eye beauty intricacy immerse player world feel real mythical clear developer approach game level ambition intelligence rarely see genre,Recommended,944,16.5,17-09-2024
11138,black myth wukong fantastic action hack slash game combat bit clunky time get use know timing attack ability open allow make great play combatif get youre get combat enemy variety story destined one speak even though hear sun wukong speak start game shame go silent main character sun wukong amazing silly banter throughout entirety story journey west without story feel hollow like miss core sun wukong suppose reincarnation understand go quest get 6 relic piece sun wukong story doesnt make feel like slowly become start event take place relic feel like skill point tree put point rather unlock something core make wukong special would amaze acquire first relic unlock voice something nope stay silent way end true end fantastic honestly keep mc silent hurt gamethe bos fight fun easier side thing game ninja gaiden sekiro come boss difficultyi would give game solid 7/10 fun keep lock enough 100 game,Recommended,1230,79.6,17-09-2024
11139,game beautiful design lore sound character course combat system personally part sekiro vibe combat share similarity soulslike game bit different flavor uniqueness definitely buy,Recommended,227,121.5,17-09-2024
11140,monke,Recommended,5,66.3,17-09-2024
11141,bos rush exploration willing lot hidden area boss great game iwth fluid battle well do,Recommended,128,77.4,17-09-2024
11142,really good game,Recommended,15,18.5,17-09-2024
11143,good like high blood pressure,Not Recommended,36,15.6,17-09-2024
11144,yes,Recommended,3,38.5,17-09-2024
11145,incredible,Recommended,12,43.6,17-09-2024
11146,review criteriamasterpiecevery goodgoodmidbad___this game earnsvery good,Recommended,71,83.8,17-09-2024
11147,gooooooood,Recommended,12,32.0,17-09-2024
11148,yippie,Recommended,7,43.0,17-09-2024
11149,father doesnt time grind game anymore really badi want enjoy game spend 4hours defeat one bossreally disappointed game honestly would ask money back possibleand yes know skill issue want enjoy game mad cant get pas certain bos,Not Recommended,286,124.7,17-09-2024
11150,good visuals battle system boss plot secretsbad level design gameplay constant invisible wall hard understand optimization complete easy hardworth money,Recommended,190,48.7,17-09-2024
11151,woke great game also monkey cool china number 1,Recommended,47,6.2,17-09-2024
11152,product receive freeamazing monke go around defeat everyone die get mad get gud 10/10 shoutout buddy gift game 333,Recommended,123,49.0,17-09-2024
11153,goty,Recommended,4,150.2,17-09-2024
11154,monke,Recommended,5,48.0,17-09-2024
11155,amazing game challenge epic map graphic story everything end need dlc,Recommended,92,65.9,17-09-2024
11156,game really good achievement play xd,Recommended,56,72.1,17-09-2024
11157,game year,Recommended,27,109.6,17-09-2024
11158,great gameplay,Recommended,13,119.2,17-09-2024
11159,well didnt like game personal opinionit senseless battle without story progression one bos another none make sensewell like story rich game probaly fault buy one without understand soul like structure itit much grinding much battle timewell know boo personal opinion,Not Recommended,360,26.8,17-09-2024
11160,graphic forget reality beautiful good decent bad dont look long msdos gameplay good good gameplay mehh watch paint dry instead dont audio eargasm good good bad bad im deaf audience kid teens adult grandma pc requirement check run paint potato decent fast rich boi ask nasa spare computer game size floppy disk old fashion workable big eat 10 1tb hard drive want entire hard drive hold need invest black hole hold data difficulty press w easy easy learn / hard master significant brain usage difficult dark soul grind nothing grind u care leaderboards/ranks isnt necessary progress average grind level much grind youll need second life grind story story lore average good lovely itll replace life game time long enough cup coffee short average long infinity beyond price free worth price sale u spare money leave recommend could also burn money bug never hear minor bug get annoying ark survival evolve game big terrarium bug / 10 1 2 3 4 5 6 7 8 9 10,Recommended,1215,31.3,17-09-2024
11161,great game,Recommended,9,11.5,17-09-2024
11162,big like,Recommended,7,45.4,17-09-2024
11163,gameplay bos fightsthe gameplay incredibly fun boss offer thrill experience particularly challenge even harder hardest boss soul game mob also welldesigned satisfying get behind surprise powerful counterattack prevent cheap hitscinematic brilliance soundtrackvisually game another level cinematics stun deeply emotional beautifully craftedespecially mini film last one touch soundtrack complement moment perfectly add emotional depth make certain scene hit even harderminor flawsthe game minor issue may may bother player depend personal preference example area require long walk without checkpoint frustrate another small gripe restrictive pathingthere many place look like could explore jump invisible wall prevent one final gameplayrelated issue movement run dodge jump wukongs momentum break instead flow smoothly felt like missed opportunity fluid gameplaybiggest flawin opinion game biggest shortcoming lack recap introduction explain backstory player unfamiliar journey west game like devil may cry 5 handle well offer brief explanation begin new player arent lose without similar feature havent read journey west might miss fully appreciate incredible character ive read 4 year ago forget thing someone didnt really know much wukong unfamiliar zhu bajie wouldnt grasp awesome first encounter backstory wukong briefly touch dialogue rather confusing read attempt make player remember something didnt know first place could easily tell target chinese audience would still much important character well explain,Recommended,1868,46.7,17-09-2024
11164,good game,Recommended,9,152.8,17-09-2024
11165,want 100 game review really glad absolute blast itthis amazing game completely shatter expectationsif think soul like halfy mistakenit soulslike element game like first third itthis game feel like take setting premise god war 3mixing gameplay element god war 2018 make fight 35 time harder gameso yes really push bound whole soulslike argument awnser somewhere line similar game like ninja giden 2 sigma advenced level difficulty dmc3 examplethis game also version journey west novel like many expect beits continuation popular characterso would better knowledge happen beforebc go read journey westwith wayif somehow manage many release october might game year methis game manage tell amazing rebirth legacy inheritance also deliver fun bos rush baffe experiencei 3 playthroughs get secret end themthe canon also better end twomainly lead secret best bos fight gameerlang shen four havenly kingsthis fight feel like something jump sekiro make gamethe first part fight erlang actually feel like clash god second stage four heavenly king feel like brawl/massacre godsits one best bos fight ive ever play blastthe problem find game game itselfits state pcperformance great already kinda need monster nasa pc even run demanding game like crysis back day game need time back oven iron bug performence issuesthe last time talk dead space remake review come last year already week game release release patch fix hope game science even big studio umbrella money like eai love time black myth wokungthe storythe gameplaythe bos fight didnt even get talk music tracksthis almost masterpiece due performence issue state eralier bos fight game bad game designsupreme inspector810,Recommended,2280,77.3,17-09-2024
11166,youre miss,Recommended,16,45.7,17-09-2024
11167,one best game ive ever play story graphic gameplay everything amazing worth every cent full price hop dlc/sequal give success,Recommended,141,61.5,17-09-2024
11168,monkey,Recommended,6,261.2,17-09-2024
11169,4 hour already see goty potential highly reccomend people,Recommended,63,65.6,17-09-2024
11170,ape together strong,Recommended,18,60.5,17-09-2024
11171,incredible game,Recommended,14,37.3,17-09-2024
11172,good beautiful graphic enjoyable fight love storyline even though mainly fight boss open journal totally new game,Recommended,154,42.3,17-09-2024
11173,im yellow monkey playing god monkey monkey noise,Recommended,49,66.6,17-09-2024
11174,good game good story chinese culture chinese scenery player take time understand happen game behind story would leave better memory,Recommended,162,94.4,17-09-2024
11175,good,Recommended,4,64.6,17-09-2024
11176,moneky well worth,Recommended,19,53.5,17-09-2024
11177,epic monkey noise,Recommended,18,47.4,17-09-2024
11178,game year contender surethe art direction sound design good game keep true story journey west base onthe bos design also coolafter 100 say game hard first ng get quite easy base gametotally recommend,Recommended,262,65.1,17-09-2024
11179,graphically game breathtaking beautiful environment range serene forest desolate mythical realm attention detail impeccable smooth animation sense atmosphere draw deeper lore mythology world challenge soul like combat system demand precision strategy adaptability player reward willing master intricacy bos fight feel epic hard earn require deep understanding enemy attack pattern spell transformationsmy issue game rng element detract overall experience miss crucial item like venomous armsguard prevent unlock 81 achievementsmaking path 100 completion feel like chore accomplishmentfinished game twice get 79 81 achievementstotally worth,Recommended,788,117.0,17-09-2024
11180,nice,Recommended,8,68.8,17-09-2024
11181,yes,Recommended,3,86.7,17-09-2024
11182,wow game finish playthrough 38 hour honestly recommend game anyone like third person action game like darksouls god warnow let look positive game fully functional box game r 900 south africa literally like almost r 600 cheaper new call duty aaa game speak performance issue 4k ultra rtx 4090 setup however dreadful stutter issue present seem trend newer game extra purchase micro transaction pay upfront get full product box enjoy even include ng gorgeous look game seriously detail world mind blow really appreciate effort devs put environment small detail thing like temple mural etc chapter beautiful swear make chapter different biome due story also show great visuals build previous point want highlight finally game devs recognise one place want texture look bad main character know sound obvious genuinely feel recent game cant grasp concept look cod mw3 destined one incredible model every armour set game really detail design texture much appreciate combat really fun engage good job make attack feel impactfull boss enemy react get hit certain attack like stagger hit heavy attack etc also love game establish lore around certain special item boss would assume vulnerable weapon vice versa game offer extensive skill tree well weapon armour choose offer unique set bonus also three different stance main weapon combat ability tie nicely lore like shapeshifting use add multiple transformation game play hated enemy really appreciate extensive variety enemy aaa game take note pleasure see variety present game also enemy really well detailed chef kiss game really nice quality life feature build example die new place bos fight certain story cutscenes happen spawn temporary shrine close actual shrine gather/harvest button anytime need collect multiple thing menu retrieve lose soul button kill enemy absorbable soul forget collect get hub area important npc gather get everything one place game offer multiple way permanently increase stats outside skill armour set reset almost permanent upgrade require rare material really alows experiment build also kit specific fightthe list go really welcome addition game cutscenes amaze really cool cutscenes immediately remind new god war game anime type combat apply game creative best look boss really good decision use silent protagonist opinion give time character stand bonus point destined one look awesome adrenaline fuel game awesome character sick look enemy amaze combat visuals breath fresh air modern gaming scene would recommend game solely pointbut course product perfect definitely issue gameon negative go start one anger spell cast consume manna go cooldown get stagger cast iti describe amount pain cause seriously devs please fix really take away experience lose manna immediately also need wait spell would bad lot way regain manna unfortunately aside specific gourd seed skill two dont recover manna another point regard combat game simply throw away inputsnow mean sometimes would stagger recover want use flask press heal button frame early staggering animation stop game simply ignore mean waste time could use heal fight cause death many time give devs slack one alternative action queue would worse look elden ring lot boss game unique move set awesome however game give worst boss ever displeasure fight game boss move set incredibly vary swear developer multiple meeting discuss cant bos yet bad though learn different movesmy biggest complaint point boss horrible hitboxes almost cooldown certain move combo go 10 move like get opportunity attack regularly boss describe include 100 eye daoist scorpion lord definitely yellow wind sagei believe elaboration need move armour weapon playthrough obsolete never use example fire ring cool ability replace immobilize one best ability game also first stance unlock opinion useful stance allow move charge focus point however pillar stance also really nice scenario game absolutely mad difficulty spike like man start play game think nothing compare souls game although would admit soul game still hard boss come nowhere kill 20 time really random however difficulty negative consider negative almost always difficult due break hitboxes previously discuss point tune hitboxes timing bos combos devs truly amazing boss gamingoverall amazing experience game year contender keep conclusion short give probably statement every developer want hear completely happy purchase definitely get enjoyment product,Recommended,5949,38.9,17-09-2024
11183,make game stop crashingits really good game crash make want kill someone staff,Recommended,111,43.6,17-09-2024
11184,monke,Recommended,5,92.1,17-09-2024
11185,wow,Recommended,3,47.1,17-09-2024
11186,one game ever,Recommended,17,51.4,17-09-2024
11187,game,Recommended,10,78.4,17-09-2024
11188,absolute beast game love every minute game challenging frustrate time love game challenge great graphic awesome fight upgrade everything really awesome look enemy look pay full price first come would pay,Recommended,263,16.7,17-09-2024
11189,black myth wukonglets make short great game probably bestlooking one right prove unreal engine 5 game also performant polish release seem need chinese developer release aaa game properly test finish cant help compare jedi survivor game set biggest franchise yet rush release terrible state still perform badly today ton little visual glitchesthe attention detail wukong amazing art everywhere flawlessness particle effect quite achievement mention great animation ton enemy type vast fantastic level still end play game eye candy fun wukong delivers level well borrow mechanic soulslikes bit action orient forgive sum largely frustrationfree lose soul die may take edge progress also invite playful play style encourage experiment different option level enhance gear weapon fight style health drink transformation spirit etc etc introduce thoughtout way never overwhelm player thats really say something give amount stuff fiddle frustration free also apply main side quest even secret one mostly possible miss anything lock true end go back mostly truth thing miss progress fast one optional bos one large side quest span multiple chapter find rather annoy line rest game work achievement hunter also hard time need lot patience several achievement dependent random drop still didnt get ng playthrough sum bad part fall anywhere 3 4 location game suddenly let fall death easily make extra hard youre monkey climb stuff level extremely beautiful theyre full invisible wall make exploration possible location necessary quite cumbersome indicator walk youll stop level limit dont mind restriction linear approach smarter level design would hide limit much well let player moonwalk worldbreaking certainly aspect could improvedback stuff matter western audience include may familiar journey west book wukong base least take lot inspiration get intrigue play start read book even though finish see lot reference lovingly realize character location game base rich philosophical funny fairy tale full foreign religion mythology please forgive inadequate summary provide potent background resonate like intentionally confuse lore soul game weird really follow actual literature like boss arent overdesigned monstrosity outdo whatever come recognizably base animal mythological creature look better sometimes pleasantly fluffy itand didnt even mention short film chapter masterfully realize different art style cut scene actual tale singing character guide chapter 2 detailed mural great voice over ton painting texts character look journal plus truly epic ending wukong offer lot depth youre look never force youfinally say spirit game one freedom defiance even anarchy lot focus regrettable misogyny report also recognize game topic may well statement line current chinese politics,Recommended,3701,91.2,17-09-2024
11190,monkeh good,Recommended,10,36.1,17-09-2024
11191,good game,Recommended,13,30.2,17-09-2024
11192,good game,Recommended,8,57.6,17-09-2024
11193,definitley contender goty,Recommended,27,84.5,17-09-2024
11194,monkey,Recommended,6,67.2,17-09-2024
11195,amazing game awesome story right amount difficulty definitely breath fresh air recent game,Recommended,97,95.1,17-09-2024
11196,good monke,Recommended,10,114.3,17-09-2024
11197,game year sure,Recommended,23,127.0,17-09-2024
11198,monkey,Recommended,6,8.5,17-09-2024
11199,peak,Recommended,4,13.2,17-09-2024
11200,magical monkey go bam bam big stick 10/10,Recommended,41,18.6,17-09-2024
11201,wow,Recommended,3,59.1,17-09-2024
11202,masterpiece,Recommended,11,15.9,17-09-2024
11203,awesome game hard boss,Recommended,25,126.2,17-09-2024
11204,love,Recommended,6,177.0,17-09-2024
11205,fun game forgiving dark soul ton playstyles armor though reccomend buff defense every chance get,Recommended,129,61.9,17-09-2024
11206,goty 2024 hand downeven beyond goty doesnt even need goty,Recommended,59,56.6,17-09-2024
11207,game year,Recommended,13,121.7,17-09-2024
11208,small edit keep politics away game gamer dont give damn dirty propaganda politicswith say let talk gamethis game deliver beyond anyones expectation studio raise bar really really high next work beyond anyones expectation game really refreshingfrom beautiful inviroments really satisfying combat general representation chinese mythology cant say much many others havent already say keep review short easily game year 2024if like challenge yet game feel fair time beautiful graphic really good fighting mechanic game mention easily undisputed game year buy already wait,Recommended,704,113.9,17-09-2024
11209,gotyyyy,Recommended,7,73.8,17-09-2024
11210,every time use broom home cant help swing around like im wukong lol,Recommended,76,80.4,17-09-2024
11211,game year,Recommended,14,68.3,17-09-2024
11212,look good far chapter 2 complete,Recommended,32,18.4,17-09-2024
11213,great game lot fun,Recommended,19,92.4,17-09-2024
11214,rr,Recommended,2,42.4,17-09-2024
11215,game good serious game play issue cant even count two hand many time mid roll boss go chunk damage hit next time u take damage even full health seem like worry easy mess damage boss,Not Recommended,266,13.3,17-09-2024
11216,fantastic game 10/10 linear story remind dark soul element say game visuals better anything fromsoftware game doesnt force grind boring enemy bos battle difficult satisfy 10/10,Recommended,243,42.0,17-09-2024
11217,product refundedblack myth wukong incredible game blast playing even though terrible combat laptop kept crash despite technical hiccup game world bos battle make fun experience highly recommend make sure system handle lmao,Recommended,259,1.5,17-09-2024
11218,bad game bos difficult especially whitecland noble difficult kill come back life full life try kill least 50 timesi buy game fun get angry annoyeddo recommend game,Not Recommended,225,20.8,17-09-2024
11219,monkey go boom goty doubt look forward dlc even dont understand lore chinese mythology journey west must admit great game one best aaa ive ever play action almost impeccable par gow,Recommended,218,65.3,17-09-2024
11220,monkey go bonk,Recommended,12,61.0,17-09-2024
11221,monkey,Recommended,6,201.3,17-09-2024
11222,10/10 game,Recommended,9,72.7,17-09-2024
11223,good,Recommended,4,11.5,17-09-2024
11224,monke,Recommended,5,72.5,17-09-2024
11225,monke,Recommended,8,47.6,17-09-2024
11226,chef kiss 10/10,Recommended,17,142.2,17-09-2024
11227,absoultely masterpieace must buy,Recommended,30,78.3,17-09-2024
11228,758/10just finish achievement amaze jorneygraphicslocationssecret quest/locationscartoonssome controlls clunkypoor choice weapon armormost time take newest onewallzzz,Recommended,193,75.2,17-09-2024
11229,graphic 10/10fighting 95/10difficulty 75/10good story line length playtime require beat game easily replay newgame higher difficultythe story bit vague core concept wish english dub differently voice doesnt totally ruin itcoming eldenring thoroughly enjoy game,Recommended,305,68.0,17-09-2024
11230,perfect game issue devs perfect opportunity make collect cotton9/10,Recommended,83,38.1,17-09-2024
11231,monke,Recommended,5,62.2,17-09-2024
11232,amazing game,Recommended,20,89.8,17-09-2024
11233,peak monkey mc,Recommended,12,65.6,17-09-2024
11234,epic,Recommended,5,70.6,17-09-2024
11235,one best game ever play period,Recommended,40,49.9,17-09-2024
11236,let live fantasy monke hit thing big stick,Recommended,62,37.3,17-09-2024
11237,amazing game,Recommended,11,94.1,17-09-2024
11238,great game,Recommended,10,9.9,17-09-2024
11239,recommend game literally cant play evidently straight terrible game get way irritate game stick bos fight 2 3 hour uninstalling never play end say look amazing better skill youll blast,Recommended,285,8.9,17-09-2024
11240,best game past year,Recommended,28,124.1,17-09-2024
11241,achieve new peak,Recommended,27,48.0,17-09-2024
11242,yes fun cool yes,Recommended,13,111.7,17-09-2024
11243,game hard,Recommended,10,40.5,17-09-2024
11244,black mamba inside come fight black loong,Recommended,56,42.6,17-09-2024
11245,instant classic pc goty stay tune dlc look forward next game game science black myth zhong kui black myth jiang ziya,Recommended,131,70.0,17-09-2024
11246,problem hard,Recommended,31,23.9,17-09-2024
11247,great game graphic combat story give everythingthank lord didnt cave called gaming expert didnt add diversity,Recommended,134,102.5,17-09-2024
11248,brings back memory journey west series 80 90 combat fun yet super challenge graphic world beautiful pretty look able play 7580fps 3080ti yet retain graphical fidelity throughout cinematic opening breathtaking couple beautiful yet think provoke chapter cut scene perfect combination definitely goty candidate 2024,Recommended,370,167.7,17-09-2024
11249,good game moderate difficulty though sometimes boss annoy china first big aaa game project good criticisms1 location well design many invisible walls2 spell weapon design lack weapon tie specific stance higher tier one weapon option3 worst part collision detection big boss drive madfor dark soul player player like slasher recommend play,Recommended,450,57.1,17-09-2024
11250,soulsish game fun,Recommended,27,12.4,17-09-2024
11251,youre noob player like take time die many time learn,Recommended,60,27.5,17-09-2024
11252,coomed,Recommended,7,60.0,17-09-2024
11253,uwu,Recommended,3,34.0,17-09-2024
11254,say goty nominee,Recommended,25,54.6,17-09-2024
11255,extremely good game dont like boss hitboxes invisible wall,Recommended,68,137.9,17-09-2024
11256,einfach unglaublich gut,Recommended,21,43.2,16-09-2024
11257,black myth wukong goty 2024looking forward dlc,Recommended,55,155.7,16-09-2024
11258,really hate leave game bad review simply unplayable pretty decent pc game barely start crash frequently steam also wont refund b/c play game 2 hour unfortunately 15 hour time spend try actually get game function intel 14900kf 4090 super 32gb ddr 5,Not Recommended,304,37.7,17-09-2024
11259,yeah im enjoy run pretty well geforce recommend setting 4k tv 3080the game stun something note bos heavy linear get stick keep bos til get past goodthose come elden ring first soul like might disappoint like soul bos fight spectacle enjoy,Recommended,341,6.9,17-09-2024
11260,best single player rpg since witcher 3,Recommended,33,108.7,16-09-2024
11261,game year far combat extremely fun,Recommended,45,96.6,16-09-2024
11262,good game,Recommended,10,26.6,16-09-2024
11263,story line tactical skill wonderful,Recommended,34,88.0,16-09-2024
11264,one best game play complete whole game explore everything achievement leave new game solid 95/10,Recommended,142,61.9,16-09-2024
11265,great game,Recommended,10,223.6,16-09-2024
11266,gem game worth time full playthroughrecommend read journal entry associate every encounter even dont story captivate,Recommended,149,91.9,16-09-2024
11267,great game,Recommended,9,53.3,16-09-2024
11268,super ganda,Recommended,10,73.6,16-09-2024
11269,ou need calm reduce greed hit bos greedy easier die gamea good soul like game feel like bos content similar elden ring shadow erdtree gameneed understand movement understand movewell hone game super perfecti suggest play easier soul like game understand difficult soul like game stay calm understand movement enemy able enjoy gamethank dev give valuable experience gamechapter 2 bos make burn dekstop hehe,Recommended,518,13.7,16-09-2024
11270,really enjoy challenge,Recommended,27,280.9,16-09-2024
11271,sick game overall even though thing annoy 88 10,Recommended,51,50.5,16-09-2024
11272,best thing game loresecond one visual art direction top tierits game play mechanic fun feel reward,Recommended,123,80.5,16-09-2024
11273,goty hand,Recommended,13,63.8,16-09-2024
11274,10/10 game game year year,Recommended,34,132.0,16-09-2024
11275,nice,Recommended,4,64.8,16-09-2024
