Id,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
11349,graphic forget reality beautiful good decent bad dont look long msdos gameplay good good gameplay mehh watch paint dry instead dont audio eargasm good good bad bad im deaf audience kid teens adult grandma pc requirement check run paint potato decent fast rich boi ask nasa spare computer game size floppy disk old fashion workable big eat 10 1tb hard drive want entire hard drive hold need invest black hole hold data difficulty press w easy easy learn / hard master significant brain usage difficult dark soul grind nothing grind u care leaderboards/ranks isnt necessary progress average grind level much grind youll need second life grind story story lore average good lovely itll replace life game time long enough cup coffee short average long infinity beyond price free worth price sale u spare money leave recommend could also burn money bug never hear minor bug get annoying ark survival evolve game big terrarium bug / 10 1 2 3 4 5 6 7 8 9 10,Recommended,1215,31.3,17-09-2024
11350,great game,Recommended,9,11.5,17-09-2024
11351,big like,Recommended,7,45.4,17-09-2024
11352,gameplay bos fightsthe gameplay incredibly fun boss offer thrill experience particularly challenge even harder hardest boss soul game mob also welldesigned satisfying get behind surprise powerful counterattack prevent cheap hitscinematic brilliance soundtrackvisually game another level cinematics stun deeply emotional beautifully craftedespecially mini film last one touch soundtrack complement moment perfectly add emotional depth make certain scene hit even harderminor flawsthe game minor issue may may bother player depend personal preference example area require long walk without checkpoint frustrate another small gripe restrictive pathingthere many place look like could explore jump invisible wall prevent one final gameplayrelated issue movement run dodge jump wukongs momentum break instead flow smoothly felt like missed opportunity fluid gameplaybiggest flawin opinion game biggest shortcoming lack recap introduction explain backstory player unfamiliar journey west game like devil may cry 5 handle well offer brief explanation begin new player arent lose without similar feature havent read journey west might miss fully appreciate incredible character ive read 4 year ago forget thing someone didnt really know much wukong unfamiliar zhu bajie wouldnt grasp awesome first encounter backstory wukong briefly touch dialogue rather confusing read attempt make player remember something didnt know first place could easily tell target chinese audience would still much important character well explain,Recommended,1868,46.7,17-09-2024
11353,,Recommended,0,26.5,17-09-2024
11354,good game,Recommended,9,152.8,17-09-2024
11355,want 100 game review really glad absolute blast itthis amazing game completely shatter expectationsif think soul like halfy mistakenit soulslike element game like first third itthis game feel like take setting premise god war 3mixing gameplay element god war 2018 make fight 35 time harder gameso yes really push bound whole soulslike argument awnser somewhere line similar game like ninja giden 2 sigma advenced level difficulty dmc3 examplethis game also version journey west novel like many expect beits continuation popular characterso would better knowledge happen beforebc go read journey westwith wayif somehow manage many release october might game year methis game manage tell amazing rebirth legacy inheritance also deliver fun bos rush baffe experiencei 3 playthroughs get secret end themthe canon also better end twomainly lead secret best bos fight gameerlang shen four havenly kingsthis fight feel like something jump sekiro make gamethe first part fight erlang actually feel like clash god second stage four heavenly king feel like brawl/massacre godsits one best bos fight ive ever play blastthe problem find game game itselfits state pcperformance great already kinda need monster nasa pc even run demanding game like crysis back day game need time back oven iron bug performence issuesthe last time talk dead space remake review come last year already week game release release patch fix hope game science even big studio umbrella money like eai love time black myth wokungthe storythe gameplaythe bos fight didnt even get talk music tracksthis almost masterpiece due performence issue state eralier bos fight game bad game designsupreme inspector810,Recommended,2280,77.3,17-09-2024
11356,youre miss,Recommended,16,45.7,17-09-2024
11357,one best game ive ever play story graphic gameplay everything amazing worth every cent full price hop dlc/sequal give success,Recommended,141,61.5,17-09-2024
11358,monkey,Recommended,6,261.2,17-09-2024
11359,4 hour already see goty potential highly reccomend people,Recommended,63,65.6,17-09-2024
11360,ape together strong,Recommended,18,60.5,17-09-2024
11361,incredible game,Recommended,14,37.3,17-09-2024
11362,good beautiful graphic enjoyable fight love storyline even though mainly fight boss open journal totally new game,Recommended,154,42.3,17-09-2024
11363,im yellow monkey playing god monkey monkey noise,Recommended,49,66.6,17-09-2024
11364,good game good story chinese culture chinese scenery player take time understand happen game behind story would leave better memory,Recommended,162,94.4,17-09-2024
11365,good,Recommended,4,64.6,17-09-2024
11366,moneky well worth,Recommended,19,53.5,17-09-2024
11367,epic monkey noise,Recommended,18,47.4,17-09-2024
11368,game year contender surethe art direction sound design good game keep true story journey west base onthe bos design also coolafter 100 say game hard first ng get quite easy base gametotally recommend,Recommended,262,65.1,17-09-2024
11369,graphically game breathtaking beautiful environment range serene forest desolate mythical realm attention detail impeccable smooth animation sense atmosphere draw deeper lore mythology world challenge soul like combat system demand precision strategy adaptability player reward willing master intricacy bos fight feel epic hard earn require deep understanding enemy attack pattern spell transformationsmy issue game rng element detract overall experience miss crucial item like venomous armsguard prevent unlock 81 achievementsmaking path 100 completion feel like chore accomplishmentfinished game twice get 79 81 achievementstotally worth,Recommended,788,117.0,17-09-2024
11370,nice,Recommended,8,68.8,17-09-2024
11371,yes,Recommended,3,86.7,17-09-2024
11372,wow game finish playthrough 38 hour honestly recommend game anyone like third person action game like darksouls god warnow let look positive game fully functional box game r 900 south africa literally like almost r 600 cheaper new call duty aaa game speak performance issue 4k ultra rtx 4090 setup however dreadful stutter issue present seem trend newer game extra purchase micro transaction pay upfront get full product box enjoy even include ng gorgeous look game seriously detail world mind blow really appreciate effort devs put environment small detail thing like temple mural etc chapter beautiful swear make chapter different biome due story also show great visuals build previous point want highlight finally game devs recognise one place want texture look bad main character know sound obvious genuinely feel recent game cant grasp concept look cod mw3 destined one incredible model every armour set game really detail design texture much appreciate combat really fun engage good job make attack feel impactfull boss enemy react get hit certain attack like stagger hit heavy attack etc also love game establish lore around certain special item boss would assume vulnerable weapon vice versa game offer extensive skill tree well weapon armour choose offer unique set bonus also three different stance main weapon combat ability tie nicely lore like shapeshifting use add multiple transformation game play hated enemy really appreciate extensive variety enemy aaa game take note pleasure see variety present game also enemy really well detailed chef kiss game really nice quality life feature build example die new place bos fight certain story cutscenes happen spawn temporary shrine close actual shrine gather/harvest button anytime need collect multiple thing menu retrieve lose soul button kill enemy absorbable soul forget collect get hub area important npc gather get everything one place game offer multiple way permanently increase stats outside skill armour set reset almost permanent upgrade require rare material really alows experiment build also kit specific fightthe list go really welcome addition game cutscenes amaze really cool cutscenes immediately remind new god war game anime type combat apply game creative best look boss really good decision use silent protagonist opinion give time character stand bonus point destined one look awesome adrenaline fuel game awesome character sick look enemy amaze combat visuals breath fresh air modern gaming scene would recommend game solely pointbut course product perfect definitely issue gameon negative go start one anger spell cast consume manna go cooldown get stagger cast iti describe amount pain cause seriously devs please fix really take away experience lose manna immediately also need wait spell would bad lot way regain manna unfortunately aside specific gourd seed skill two dont recover manna another point regard combat game simply throw away inputsnow mean sometimes would stagger recover want use flask press heal button frame early staggering animation stop game simply ignore mean waste time could use heal fight cause death many time give devs slack one alternative action queue would worse look elden ring lot boss game unique move set awesome however game give worst boss ever displeasure fight game boss move set incredibly vary swear developer multiple meeting discuss cant bos yet bad though learn different movesmy biggest complaint point boss horrible hitboxes almost cooldown certain move combo go 10 move like get opportunity attack regularly boss describe include 100 eye daoist scorpion lord definitely yellow wind sagei believe elaboration need move armour weapon playthrough obsolete never use example fire ring cool ability replace immobilize one best ability game also first stance unlock opinion useful stance allow move charge focus point however pillar stance also really nice scenario game absolutely mad difficulty spike like man start play game think nothing compare souls game although would admit soul game still hard boss come nowhere kill 20 time really random however difficulty negative consider negative almost always difficult due break hitboxes previously discuss point tune hitboxes timing bos combos devs truly amazing boss gamingoverall amazing experience game year contender keep conclusion short give probably statement every developer want hear completely happy purchase definitely get enjoyment product,Recommended,5949,38.9,17-09-2024
11373,make game stop crashingits really good game crash make want kill someone staff,Recommended,111,43.6,17-09-2024
11374,monke,Recommended,5,92.1,17-09-2024
11375,wow,Recommended,3,47.1,17-09-2024
11376,one game ever,Recommended,17,51.4,17-09-2024
11377,game,Recommended,10,78.4,17-09-2024
11378,absolute beast game love every minute game challenging frustrate time love game challenge great graphic awesome fight upgrade everything really awesome look enemy look pay full price first come would pay,Recommended,263,16.7,17-09-2024
11379,black myth wukonglets make short great game probably bestlooking one right prove unreal engine 5 game also performant polish release seem need chinese developer release aaa game properly test finish cant help compare jedi survivor game set biggest franchise yet rush release terrible state still perform badly today ton little visual glitchesthe attention detail wukong amazing art everywhere flawlessness particle effect quite achievement mention great animation ton enemy type vast fantastic level still end play game eye candy fun wukong delivers level well borrow mechanic soulslikes bit action orient forgive sum largely frustrationfree lose soul die may take edge progress also invite playful play style encourage experiment different option level enhance gear weapon fight style health drink transformation spirit etc etc introduce thoughtout way never overwhelm player thats really say something give amount stuff fiddle frustration free also apply main side quest even secret one mostly possible miss anything lock true end go back mostly truth thing miss progress fast one optional bos one large side quest span multiple chapter find rather annoy line rest game work achievement hunter also hard time need lot patience several achievement dependent random drop still didnt get ng playthrough sum bad part fall anywhere 3 4 location game suddenly let fall death easily make extra hard youre monkey climb stuff level extremely beautiful theyre full invisible wall make exploration possible location necessary quite cumbersome indicator walk youll stop level limit dont mind restriction linear approach smarter level design would hide limit much well let player moonwalk worldbreaking certainly aspect could improvedback stuff matter western audience include may familiar journey west book wukong base least take lot inspiration get intrigue play start read book even though finish see lot reference lovingly realize character location game base rich philosophical funny fairy tale full foreign religion mythology please forgive inadequate summary provide potent background resonate like intentionally confuse lore soul game weird really follow actual literature like boss arent overdesigned monstrosity outdo whatever come recognizably base animal mythological creature look better sometimes pleasantly fluffy itand didnt even mention short film chapter masterfully realize different art style cut scene actual tale singing character guide chapter 2 detailed mural great voice over ton painting texts character look journal plus truly epic ending wukong offer lot depth youre look never force youfinally say spirit game one freedom defiance even anarchy lot focus regrettable misogyny report also recognize game topic may well statement line current chinese politics,Recommended,3701,91.2,17-09-2024
11380,monkeh good,Recommended,10,36.1,17-09-2024
11381,good game,Recommended,13,30.2,17-09-2024
11382,good game,Recommended,8,57.6,17-09-2024
11383,definitley contender goty,Recommended,27,84.5,17-09-2024
11384,monkey,Recommended,6,67.2,17-09-2024
11385,amazing game awesome story right amount difficulty definitely breath fresh air recent game,Recommended,97,95.1,17-09-2024
11386,good monke,Recommended,10,114.3,17-09-2024
11387,game year sure,Recommended,23,127.0,17-09-2024
11388,monkey,Recommended,6,8.5,17-09-2024
11389,peak,Recommended,4,13.2,17-09-2024
11390,magical monkey go bam bam big stick 10/10,Recommended,41,18.6,17-09-2024
11391,wow,Recommended,3,59.1,17-09-2024
11392,masterpiece,Recommended,11,15.9,17-09-2024
11393,awesome game hard boss,Recommended,25,126.2,17-09-2024
11394,love,Recommended,6,177.0,17-09-2024
11395,fun game forgiving dark soul ton playstyles armor though reccomend buff defense every chance get,Recommended,129,61.9,17-09-2024
11396,goty 2024 hand downeven beyond goty doesnt even need goty,Recommended,59,56.6,17-09-2024
11397,game year,Recommended,13,121.7,17-09-2024
11398,small edit keep politics away game gamer dont give damn dirty propaganda politicswith say let talk gamethis game deliver beyond anyones expectation studio raise bar really really high next work beyond anyones expectation game really refreshingfrom beautiful inviroments really satisfying combat general representation chinese mythology cant say much many others havent already say keep review short easily game year 2024if like challenge yet game feel fair time beautiful graphic really good fighting mechanic game mention easily undisputed game year buy already wait,Recommended,704,113.9,17-09-2024
11399,gotyyyy,Recommended,7,73.8,17-09-2024
11400,every time use broom home cant help swing around like im wukong lol,Recommended,76,80.4,17-09-2024
11401,game year,Recommended,14,68.3,17-09-2024
11402,look good far chapter 2 complete,Recommended,32,18.4,17-09-2024
11403,great game lot fun,Recommended,19,92.4,17-09-2024
11404,rr,Recommended,2,42.4,17-09-2024
11405,game good serious game play issue cant even count two hand many time mid roll boss go chunk damage hit next time u take damage even full health seem like worry easy mess damage boss,Not Recommended,266,13.3,17-09-2024
11406,fantastic game 10/10 linear story remind dark soul element say game visuals better anything fromsoftware game doesnt force grind boring enemy bos battle difficult satisfy 10/10,Recommended,243,42.0,17-09-2024
11407,product refundedblack myth wukong incredible game blast playing even though terrible combat laptop kept crash despite technical hiccup game world bos battle make fun experience highly recommend make sure system handle lmao,Recommended,259,1.5,17-09-2024
11408,bad game bos difficult especially whitecland noble difficult kill come back life full life try kill least 50 timesi buy game fun get angry annoyeddo recommend game,Not Recommended,225,20.8,17-09-2024
11409,monkey go boom goty doubt look forward dlc even dont understand lore chinese mythology journey west must admit great game one best aaa ive ever play action almost impeccable par gow,Recommended,218,65.3,17-09-2024
11410,monkey go bonk,Recommended,12,61.0,17-09-2024
11411,monkey,Recommended,6,201.3,17-09-2024
11412,10/10 game,Recommended,9,72.7,17-09-2024
11413,good,Recommended,4,11.5,17-09-2024
11414,monke,Recommended,5,72.5,17-09-2024
11415,monke,Recommended,8,47.6,17-09-2024
11416,chef kiss 10/10,Recommended,17,142.2,17-09-2024
11417,absoultely masterpieace must buy,Recommended,30,78.3,17-09-2024
11418,758/10just finish achievement amaze jorneygraphicslocationssecret quest/locationscartoonssome controlls clunkypoor choice weapon armormost time take newest onewallzzz,Recommended,193,75.2,17-09-2024
11419,graphic 10/10fighting 95/10difficulty 75/10good story line length playtime require beat game easily replay newgame higher difficultythe story bit vague core concept wish english dub differently voice doesnt totally ruin itcoming eldenring thoroughly enjoy game,Recommended,305,68.0,17-09-2024
11420,perfect game issue devs perfect opportunity make collect cotton9/10,Recommended,83,38.1,17-09-2024
11421,monke,Recommended,5,62.2,17-09-2024
11422,amazing game,Recommended,20,89.8,17-09-2024
11423,peak monkey mc,Recommended,12,65.6,17-09-2024
11424,epic,Recommended,5,70.6,17-09-2024
11425,one best game ever play period,Recommended,40,49.9,17-09-2024
11426,let live fantasy monke hit thing big stick,Recommended,62,37.3,17-09-2024
11427,amazing game,Recommended,11,94.1,17-09-2024
11428,great game,Recommended,10,9.9,17-09-2024
11429,recommend game literally cant play evidently straight terrible game get way irritate game stick bos fight 2 3 hour uninstalling never play end say look amazing better skill youll blast,Recommended,285,8.9,17-09-2024
11430,best game past year,Recommended,28,124.1,17-09-2024
11431,achieve new peak,Recommended,27,48.0,17-09-2024
11432,yes fun cool yes,Recommended,13,111.7,17-09-2024
11433,game hard,Recommended,10,40.5,17-09-2024
11434,black mamba inside come fight black loong,Recommended,56,42.6,17-09-2024
11435,instant classic pc goty stay tune dlc look forward next game game science black myth zhong kui black myth jiang ziya,Recommended,131,70.0,17-09-2024
11436,problem hard,Recommended,31,23.9,17-09-2024
11437,great game graphic combat story give everythingthank lord didnt cave called gaming expert didnt add diversity,Recommended,134,102.5,17-09-2024
11438,brings back memory journey west series 80 90 combat fun yet super challenge graphic world beautiful pretty look able play 7580fps 3080ti yet retain graphical fidelity throughout cinematic opening breathtaking couple beautiful yet think provoke chapter cut scene perfect combination definitely goty candidate 2024,Recommended,370,167.7,17-09-2024
11439,good game moderate difficulty though sometimes boss annoy china first big aaa game project good criticisms1 location well design many invisible walls2 spell weapon design lack weapon tie specific stance higher tier one weapon option3 worst part collision detection big boss drive madfor dark soul player player like slasher recommend play,Recommended,450,57.1,17-09-2024
11440,soulsish game fun,Recommended,27,12.4,17-09-2024
11441,youre noob player like take time die many time learn,Recommended,60,27.5,17-09-2024
11442,coomed,Recommended,7,60.0,17-09-2024
11443,uwu,Recommended,3,34.0,17-09-2024
11444,say goty nominee,Recommended,25,54.6,17-09-2024
11445,extremely good game dont like boss hitboxes invisible wall,Recommended,68,137.9,17-09-2024
11446,einfach unglaublich gut,Recommended,21,43.2,16-09-2024
11447,black myth wukong goty 2024looking forward dlc,Recommended,55,155.7,16-09-2024
11448,really hate leave game bad review simply unplayable pretty decent pc game barely start crash frequently steam also wont refund b/c play game 2 hour unfortunately 15 hour time spend try actually get game function intel 14900kf 4090 super 32gb ddr 5,Not Recommended,304,37.7,17-09-2024
11449,yeah im enjoy run pretty well geforce recommend setting 4k tv 3080the game stun something note bos heavy linear get stick keep bos til get past goodthose come elden ring first soul like might disappoint like soul bos fight spectacle enjoy,Recommended,341,6.9,17-09-2024
11450,best single player rpg since witcher 3,Recommended,33,108.7,16-09-2024
11451,game year far combat extremely fun,Recommended,45,96.6,16-09-2024
11452,good game,Recommended,10,26.6,16-09-2024
11453,story line tactical skill wonderful,Recommended,34,88.0,16-09-2024
11454,one best game play complete whole game explore everything achievement leave new game solid 95/10,Recommended,142,61.9,16-09-2024
11455,great game,Recommended,10,223.6,16-09-2024
11456,gem game worth time full playthroughrecommend read journal entry associate every encounter even dont story captivate,Recommended,149,91.9,16-09-2024
11457,great game,Recommended,9,53.3,16-09-2024
11458,super ganda,Recommended,10,73.6,16-09-2024
11459,ou need calm reduce greed hit bos greedy easier die gamea good soul like game feel like bos content similar elden ring shadow erdtree gameneed understand movement understand movewell hone game super perfecti suggest play easier soul like game understand difficult soul like game stay calm understand movement enemy able enjoy gamethank dev give valuable experience gamechapter 2 bos make burn dekstop hehe,Recommended,518,13.7,16-09-2024
11460,really enjoy challenge,Recommended,27,280.9,16-09-2024
11461,sick game overall even though thing annoy 88 10,Recommended,51,50.5,16-09-2024
11462,best thing game loresecond one visual art direction top tierits game play mechanic fun feel reward,Recommended,123,80.5,16-09-2024
11463,goty hand,Recommended,13,63.8,16-09-2024
11464,10/10 game game year year,Recommended,34,132.0,16-09-2024
11465,nice,Recommended,4,64.8,16-09-2024
11466,legit hope game win goty phenomenal game play start end,Recommended,69,38.6,16-09-2024
11467,really great game hope theres sequel dlc see happen nexthad lot fun explore find chinese lore myth,Recommended,116,53.5,16-09-2024
11468,say black myth wukong definitely top contender year 2024 goty truly achievement next gen gaming testament chinese developer proper aaa gaming crazy good one,Recommended,193,49.2,16-09-2024
11469,game unquestionably one best ive ever play travesty 81 metacritic read negative criticism game reviewer blow mind much nitpick game trivial issue example reviewer complain map get lose im halfway game rarely felt lose area mostly linear design take long figure go im sure theyre complaining also soul game issue get anywhere near level flak another common criticism amount invisible wall massively overblown 8590 time clear path offlimits would cliff big drop body water block path reasonable criticism ive see performance issue exist mainly due high visual effect graphic set make boss attack lag game hard computer cant handle turn set youll issue hardly problem take game 90 deserve 81 finally reviewer complain lack story understand kind game youre play game fight awesome boss read novelif dont nitpick game every last minor thing like game simply spectacular unbelievable level enemy variety visually stunning environment incredibly vary satisfy combat mix magic martial art transformation favour play game,Recommended,1414,95.3,16-09-2024
11470,perfect game amazing game,Recommended,22,21.2,16-09-2024
11471,fun good story,Recommended,15,16.7,16-09-2024
11472,game year,Recommended,13,58.4,16-09-2024
11473,fun,Recommended,7,85.8,16-09-2024
11474,goty,Recommended,4,41.1,16-09-2024
11475,far fun game year bring great surprise shock,Recommended,66,70.0,16-09-2024
11476,雄关漫道真如铁而今迈步从头越,Recommended,14,50.8,16-09-2024
11477,goty,Recommended,4,51.0,16-09-2024
11478,good game,Recommended,8,54.4,16-09-2024
11479,game masterpiece visuals gameplay boss design like dark soul repetitive main character stiffhowever wukong differentthe best purchase year,Recommended,193,67.6,16-09-2024
11480,product refundedmonke,Recommended,21,13.0,16-09-2024
11481,one best game ever play glad buy game 10/10,Recommended,56,142.3,16-09-2024
11482,peak,Recommended,9,34.0,16-09-2024
11483,definitely game year,Recommended,26,119.1,16-09-2024
11484,gut,Recommended,3,9.7,16-09-2024
11485,hard want refund,Not Recommended,17,19.3,16-09-2024
11486,well make game good amount difficulty feel impossible beating boss satisfy combat system flow well early easy dodge evade attack counterattack later boss complex attack pattern need bit patience counter art style beautiful animated short chapter treat watchi would recommend game anyone amazing experience fill content top bottom,Recommended,432,42.8,16-09-2024
11487,graphic forget reality beautiful good decent bad dont look long msdos gameplay good good gameplay mehh watch paint dry instead dont audio eargasm good good bad bad im deaf audience kid teens adult grandma pc requirement check run paint potato decent fast rich boi ask nasa spare computer game size floppy disk old fashion workable big eat 10 1tb hard drive want entire hard drive hold need invest black hole hold data difficulty press w easy easy learn / hard master significant brain usage difficult dark soul grind nothing grind u care leaderboards/ranks isnt necessary progress average grind level much grind youll need second life grind story story lore average good lovely itll replace life game time long enough cup coffee short average long infinity beyond price free worth price sale u spare money leave recommend could also burn money bug never hear minor bug get annoying ark survival evolve game big terrarium bug / 10 1 2 3 4 5 6 7 8 9 10 11,Recommended,1218,21.9,16-09-2024
11488,seriously game shin much many area love areasand suddenly get infuriate thingsa certain bos immune see even though look like work monkey get catch death animation half health bar go cheap incredibly annoy punish use mechanic require skill suppose funactivating rock solid spell see cooldown start monkey actually perform rock solid get hit massive damage brilliantbutton press register correctly press button cast spell monkey drink medicine instead seriously whatthe camera word bad bos fight force wall bush close launch controller across room utterly ridiculously terrible would put extremely challenging bos yellow loong side cliff limited space tiger blacksmith tiny courtyard monkey get stick furniture constantly honestly f make decision think good idea devs play test take feedback think beat bos babysit hit5how camera welland wait til get lower pagoda traverse wooden beam death whilst run across avoid arrow monkey step beam onto solid ground camera decide seizure monkey inexplicably fall death literally 7 time figure avoid even jump diagonally right avoid threshold beam meet solid ground game still push midair left side edge cliffonce address give thumb otherwise ready patience severely test,Not Recommended,1726,60.7,16-09-2024
11489,buy regular version finish game though planning another play get true end im seriously consider add deluxe simply thank support developer good havent good time play singleplayer game since complete witcher 3 game imho fully par best cant get enough lore story tell myth,Recommended,375,18.9,16-09-2024
11490,look great overall great game,Recommended,33,19.9,16-09-2024
11491,best game ive play far year include elden ring dlc,Recommended,60,48.6,16-09-2024
11492,make feel like pro player,Recommended,24,61.1,16-09-2024
11493,fantastic,Recommended,9,52.7,16-09-2024
11494,bos freeze dont die cant pass zone chapter 3 please fix issue,Recommended,82,33.2,16-09-2024
11495,writing first play throughi high expectation game since surround lot hype upon release opinion deliver presentation graphic music story game 10/10s highly immerse play really keep invest throughout enjoy aspect spark skill game felt reward level highly recommend dive new game plus upon completion keep skill progress feel satisfaction hammer early boss give trouble dont many knock game feel invisible wall seem make game feel clunky often time bos fight get stick corner escape 9/10 game game year candidate worth every penny spend,Recommended,704,50.5,16-09-2024
11496,story cut scene easily drag game upon play combat somewhat challenge start engaging fun system level respeccing ability enjoyable allow change play style loss keep game focus use ability combat skill rather worry drop exp death build optimalthe map sometimes tedious explore always feel like find something new make want keep searching wander aroundthe art style incredible draw mythology base relationship character make want go research story game provide lot back story user explore leisure discover,Recommended,691,125.2,16-09-2024
11497,fun sometimes hard read armorstaff item god monkey fun monkey hit thing,Recommended,92,42.7,16-09-2024
11498,excellent game well worth money,Recommended,31,56.1,16-09-2024
11499,really care tga goty sure,Recommended,42,116.3,16-09-2024
11500,product receive freeawesome story exectlent work graphic delightful experience,Recommended,83,61.0,16-09-2024
11501,probably best single player game ever play,Recommended,46,36.3,16-09-2024
11502,definitely goty,Recommended,15,36.7,16-09-2024
11503,game year 9/10,Recommended,17,97.2,16-09-2024
11504,goty,Recommended,13,314.2,16-09-2024
11505,one favorite game time,Recommended,30,95.4,16-09-2024
11506,definitely game year,Recommended,32,88.4,16-09-2024
11507,monke,Recommended,5,40.0,16-09-2024
11508,goat,Recommended,5,39.0,16-09-2024
11509,well good game definitely 5/10 worth positive comment / recommendationhowever new game play elden ring instead many thing wu kong confuse even poorly design one cant progress without google thing / watch guide youtube,Recommended,255,20.7,16-09-2024
11510,super,Recommended,6,71.9,16-09-2024
11511,amazong visuals bos fight,Recommended,27,101.4,16-09-2024
11512,combat good doesnt feel repetitive,Recommended,37,53.2,16-09-2024
11513,nice,Recommended,8,50.0,16-09-2024
11514,game awesome great bos fight great exploration,Recommended,47,60.7,16-09-2024
11515,已经全成就了今年最好的一个动作游戏了吧影神图内容丰富够得上自己成一个作品了这个游戏的精神内核和很多西方的游戏精神内核完全不同在玩游戏的时候同时回去看了西游记原著很多东西都是来自于原著的包括猪八戒和蜘蛛精的那段影神图描述作为动作游戏机制还有待成熟但是毫不掩盖这个作品的魅力可以说非常不辜负大家多年的等待期待dlc,Recommended,167,79.2,16-09-2024
11516,,Recommended,1,17.2,16-09-2024
11517,wukong china 2,Recommended,27,6.5,16-09-2024
11518,goty,Recommended,4,78.8,16-09-2024
11519,game seriously stun visuals jawdropping combat fun mix strategy skill bos fight epic though difficulty place sometimes youll breeze area get wreck random bos although never huge fan soulslike game ancient mythology theme rich lore make really enjoyable monke,Recommended,329,52.1,16-09-2024
11520,great single player game ever,Recommended,25,35.9,16-09-2024
11521,alright guess like,Recommended,22,19.6,16-09-2024
11522,great game,Recommended,10,117.4,16-09-2024
11523,monkebig stickprofit,Recommended,22,222.9,16-09-2024
11524,amaze combat beautiful world immersion spectacular lore music voice act game science knock park one 10/10 easily,Recommended,154,111.1,16-09-2024
11525,wait isnt bloons tower defense,Recommended,30,59.3,16-09-2024
11526,best game ive ever play,Recommended,22,61.8,16-09-2024
11527,one say sun walker,Recommended,29,35.0,16-09-2024
11528,成就居然还需要运气小怪的珍玩死活不掉打了一百多遍全珍玩成就还有好几个需要刷的也不知道有没有保底黑神话你是第一个让成就归功于运气点赞,Not Recommended,72,40.3,16-09-2024
11529,still lot bug crash every time play game 15 minute every time trigger event bos play crashing force close even try follow instruction support web even steam support still lot bug crash even though didnt use mod please fix already update driver start window graphic card driver,Not Recommended,344,56.7,16-09-2024
11530,sigma game,Recommended,17,38.6,16-09-2024
11531,highly recomand,Recommended,14,138.5,16-09-2024
11532,absolutely love 3,Recommended,19,140.9,16-09-2024
11533,10/10 hand best soulslike game isnt make fromsoftcant wait play xbox release,Recommended,104,39.9,16-09-2024
11534,one visually stunning game ive ever play,Recommended,47,69.7,16-09-2024
11535,game waaay many drop frame even tho pc enough play game sometimes even crash also trouble save sometimes restarts point bos already finish hope ypu fix,Not Recommended,178,37.8,16-09-2024
11536,product receive freei love monkey,Recommended,37,48.7,16-09-2024
11537,best game yeardont miss it10/10,Recommended,33,82.8,16-09-2024
11538,take around 40 hour finish game solid game story didnt make much sense heavily rely buddhism folklore overall good fight intense heavy stance one others felt useless fight didnt like world limitation invisible wall make level design terrible positive experience,Recommended,352,38.9,16-09-2024
11539,ill likely change recommendation base update fairly complex opinion game finish dont think black myth wukong bad game steam doesnt give gray area review cant really recommend wouldnt current state time think lot positive quality good first effort game science issue negligible kind annoy im go start negative firstto get bad way think performance game level design frustrating performance vary base rig theres lot optimize need do play fairly powerful pc weird moment graphic would freak fight certain boss light wouldnt work properly point id grayish/blue filter screen bos fight overto speak level design game linear point map typically dont much way complex vertical layering also game clear mark go first playthrough often failure case try figure game allow go would try accomplish everything possible move chapter even wouldnt go plan end beat chapter 5 bos ever end find secret area game sort rout bos way wasnt even sure final areagood level design give player sense spatially well narratively somewhat familiar journey west enough know plot point black myth wukong take liberty plot could never certain kind creative flourish come first playthrough game 3 separate file try several build type common thread among exploration wasnt fun learn thing doesnt matter say game main thing even fun know go many instance truly leave much desire especially game taking game software lie p much better sophomore effort term emulate soft map design however crudelythose two element somewhat deal breaker term recommend game dont think thing address fixedas far combat go truly mixed bag love black myth wukong isnt try soul game highly regiment overly defensive gameplay time black myth wukong becomes terrify idea option like parry armor point thing would make fight feel much interactive many enemy game actively suckerpunch scurry way outright float backwards try much engage fundamental concept gel black myth wukongs fight system together dodge way memorized sequence entire duration case whether something doesnt work break case review im go say style combat like stretch single idea across entire duration game feel boringi think lot player however action game bit novelty think isnt necessarily level problem crappy map design game performance black myth wukong relatively simple game often die try find way win fight move way real good option game spice combat often negate combat option sterile paste move way take turn call response amateur hour fight design good matter much superfluous crap put youre afraid allow player something focal dodgethe reason point side thing wukong game combat action love partner character isnt completely useless awesome script fight one fight particular remind old xbox 360 capcom game best way possible mixed bag much think wukongs combat boring one dimensional reason game science could often show lot restraint find really like game wasnt try less good version soul game want see team feel like make soul game give lot room lazy something bad chalk soul gamei dont know future hold game science genuinely solid first effort manage really get nerve im go keep eye patch might address quality life stuff map level navigation map design dealbreaker extremely bad use invisible wall instead coherent design matter many real world area scan thats much burden playerperformance may never change either think look past opinion action game combat notwithstanding much love black myth wukong love production value love try steal money mentally addle process hope studio dont recommend also bad game bad quality overall hope game science continue support game ill keep eye peel event change review positive think success well harsh word deliver,Not Recommended,4968,113.8,16-09-2024
11540,truly love game fascinate story write base journey west boss stage well design,Recommended,102,189.8,16-09-2024
11541,oo oo ah ah game great feeling get beat boss also great,Recommended,72,41.8,16-09-2024
11542,yes,Recommended,3,71.6,16-09-2024
11543,peak,Recommended,5,209.0,16-09-2024
