,ReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
12591,"I simply love this game! For a long time I didn`t have a favorite, but this one is my favorite one in a long time!!!!!",Recommended,94,82.9 hrs on record,Posted: September 15
12592,"Great game. The cinematics are amazing, the story is great. Some boss fights are really tough but that just gives you the sense of accomplishment when you finally beat them. Definitely one of the best games of the year.",Recommended,181,53.3 hrs on record,Posted: September 15
12593,"Good solid roguelike with huge bosses, could really do with a minimap though!",Recommended,65,10.2 hrs on record,Posted: September 15
12594,best game in 2024,Recommended,14,61.3 hrs on record,Posted: September 15
12595,"Realistic fight, awesome graphic and sound effects.",Recommended,45,53.4 hrs on record,Posted: September 15
12596,Product received for freegarbage game asf,Not Recommended,36,35.7 hrs on record,Posted: September 15
12597,THIS GAME DESERVES GAME OF THE YEAR ITS SO GOOD IM ABOUT TO CREAM ALL OVER THE SCREEN,Recommended,68,65.4 hrs on record,Posted: September 15
12598,More of this please.I was and still am(even tho I only played for like ~2hrs) pleasantly surprised by this game. I was not expecting the combat to be this intuitive and fluid; the bosses in this game are fun and fair.The only negative thing I can say about the game is that they don't explain very well the mechanics but that's pretty intuitive to understand.All in all I hope more game developers and publishers take note of the success this game has had and will at least try to move in this direction.,Recommended,412,22.1 hrs on record,Posted: September 15
12599,9.95/10 Almost perfect. Everything in this game is exceptional but a certain element of crafting progression and a small gripe I personally have with the stances brings it down ever so slightly for me. But it is absolutely winning GOTY.,Recommended,197,45.3 hrs on record,Posted: September 15
12600,"The game is good anyway, need a lit bit of optimization as well as better design.It's kind of frustrated in early game with a lot of things missing, but as you go through the story, the game is manageable.",Recommended,167,61.3 hrs on record,Posted: September 15
12601,"Game is good.Didn't realise I could jump until chapter 2, changed the game. XD",Recommended,65,31.9 hrs on record,Posted: September 15
12602,10/10,Recommended,5,71.0 hrs on record,Posted: September 15
12603,One of the best game with one of the best Lore as its root. love it,Recommended,52,79.9 hrs on record,Posted: September 15
12604,hao,Recommended,3,71.4 hrs on record,Posted: September 15
12605,Product received for freeits ok ig,Recommended,29,63.0 hrs on record,Posted: September 15
12606,,Recommended,0,48.3 hrs on record,Posted: September 15
12607,Product received for freeSee your self :),Recommended,35,238.1 hrs on record,Posted: September 15
12608,First RPG game that ive ever played and its something new for me and its enjoyable,Recommended,67,53.7 hrs on record,Posted: September 15
12609,"Amazing! I am going through an acute stress and anxiety mental crisis, with breathing problems. I am playing Wukong to direct my anxiety and the beautiful scene is simply amazing and relaxing. I hope there are a place you can replay the meditation cuts all together. Please develop an mindful app with it!",Recommended,253,163.8 hrs on record,Posted: September 15
12610,"Pros:Good bgm good graphic, very cinematic experience, we get to experience the long journey of sun wukong. Well done one light torch to guide throughout the map to compensate 0 navigation and map provided in game.Cons:Combat experience still got lots of room of improvement, combat against human sized is good, the feedback is acceptable, but against giant bosses kind of ruining the battle. (Etc Chapter 2, 4, and 5 secret bosses, chapter 3 dragon that shows in trailer, and chapter 4 final boss) Above mentioned boss hit box is .. um weird.. hope the dev fix these.Another thing, the whole story in this game is like the continuous of the journey to the west novel, so highly recom to do some research in the particular chapter before start the chapter, otherwise u wont understand anything.Overall highly recom to give it a try, i wont say its def a goty but its good game. Best game i've played in a while.",Recommended,752,118.1 hrs on record,Posted: September 15
12611,A+++ Game,Recommended,8,77.9 hrs on record,Posted: September 15
12612,man this game is good ngl,Recommended,20,35.0 hrs on record,Posted: September 15
12613,i like,Recommended,5,24.0 hrs on record,Posted: September 15
12614,"This game just didn't clicked for me. I honestly expected something way more than I was given too, but it is what it is.",Not Recommended,97,1.9 hrs on record,Posted: September 15
12615,- only one main weapon- stutter fest engine (thanks to UE5),Not Recommended,49,56.4 hrs on record,Posted: September 15
12616,Amazing game,Recommended,11,198.2 hrs on record,Posted: September 15
12617,Product received for freeGOAT game,Recommended,30,56.2 hrs on record,Posted: September 15
12618,,Recommended,0,12.8 hrs on record,Posted: September 15
12619,game fun i like playing,Recommended,19,29.6 hrs on record,Posted: September 15
12620,---{ Graphics }---☑ You forget what reality is☐ Beautiful☐ Good☐ Decent☐ Bad☐ Don‘t look too long at it☐ MS-DOS---{ Gameplay }---☑ Very good☐ Good☐ It's just gameplay☐ Mehh☐ Watch paint dry instead☐ Just don't---{ Audio }---☑ Eargasm☐ Very good☐ Good☐ Not too bad☐ Bad☐ I'm now deaf---{ Audience }---☑ Kids☑ Teens☑ Adults☐ Grandma---{ PC Requirements }---☐ Check if you can run paint☐ Potato☐ Decent☐ Fast☑ Rich boi☐ Ask NASA if they have a spare computer---{ Game Size }---☐ Floppy Disk☐ Old Fashioned☐ Workable☐ Big☑ Will eat 10% of your 1TB hard drive☐ You will want an entire hard drive to hold it☐ You will need to invest in a black hole to hold all the data---{ Difficulty }---☐ Just press 'W'☐ Easy☐ Easy to learn / Hard to master☐ Significant brain usage☑ Difficult☐ Dark Souls---{ Grind }---☐ Nothing to grind☐ Only if u care about leaderboards/ranks☑ Isn't necessary to progress☐ Average grind level☐ Too much grind☐ You'll need a second life for grinding---{ Story }---☐ No Story☐ Some lore☐ Average☐ Good☐ Lovely☑ It'll replace your life---{ Game Time }---☐ Long enough for a cup of coffee☐ Short☐ Average☑ Long☐ To infinity and beyond---{ Price }---☐ It's free!☑ Worth the price☐ If it's on sale☐ If u have some spare money left☐ Not recommended☐ You could also just burn your money---{ Bugs }---☑ Never heard of☐ Minor bugs☐ Can get annoying☐ ARK: Survival Evolved☐ The game itself is a big terrarium for bugs---{ ? / 10 }---☐ 1☐ 2☐ 3☐ 4☐ 5☐ 6☐ 7☐ 8☐ 9☑ 10---{ Author }---☑,Recommended,1230,41.4 hrs on record,Posted: September 15
12621,Hope they finish the story cause the ending really seem like cliffhanger.,Recommended,62,79.6 hrs on record,Posted: September 15
12622,This game is peak!!!,Recommended,17,18.6 hrs on record,Posted: September 15
12623,"Once I hit Chapter 3 second half, this became one of my favorite games of all time.It's a sign of a great game when it becomes better the more you progress.There are 2 downsides though - too many arbitrary invisible walls, and the difficulty a bit too easy.Lore of the game becomes better if you know the source material.It also has a huge, winning upside - this game does not hold your hand, it does not talk down to the player, there is no yellow paint, no map, no obvious quest markers (just which NPC is near which shrine). To have those would do a disservice to the game as it is straightforward enough.Boss fights and art design clears many, many games, you will not be bored that's for sure.",Recommended,569,107.9 hrs on record,Posted: September 15
12624,very good,Recommended,8,5.3 hrs on record,Posted: September 15
12625,顶级的美术与剧情，国产3A好的开始，DLC快快端上来吧,Recommended,27,63.8 hrs on record,Posted: September 15
12626,OKE,Recommended,3,22.2 hrs on record,Posted: September 15
12627,"Perfectly executed bossfights. Early hours are easy but it ramps up to an insane perfect difficulty.Visually stunning graphics, just play it.",Recommended,121,43.6 hrs on record,Posted: September 15
12628,very good,Recommended,8,56.9 hrs on record,Posted: September 15
12629,The number of times the game crashes is insane. I still have not been able to play the game continuosly for more than 15 minutes. I wish I could refund this game. Waste of money. This is the first time such a thing has happened.,Not Recommended,184,4.4 hrs on record,Posted: September 15
12630,Its WuKong,Recommended,9,7.4 hrs on record,Posted: September 15
12631,Monke,Recommended,5,77.6 hrs on record,Posted: September 15
12632,GOTY 2024,Recommended,8,75.4 hrs on record,Posted: September 15
12633,So far very awesome. I like that you have a lot of abilities available and can reskill at any time to try out different styles.,Recommended,103,17.3 hrs on record,Posted: September 15
12634,"I finnaly finished the game! I enjoyed every hour of it,it is truly an amazing game!! 10/10 for everything! Game of the year for shure",Recommended,110,67.3 hrs on record,Posted: September 15
12635,monkey 🙈🙉🙊,Recommended,9,71.7 hrs on record,Posted: September 15
12636,.,Recommended,1,95.5 hrs on record,Posted: September 15
12637,Peak,Recommended,4,66.0 hrs on record,Posted: September 15
12638,"Beautiful game with what may be an interesting story. Unfortunately, it's also very repetitive, uses invisible walls to make up for poor level design, does little to help the player understand the tools and skills acquired, has little progression, and has a difficulty too high for casual gaming.",Not Recommended,249,14.3 hrs on record,Posted: September 15
12639,"This game is without doubt the strongest contender that's gonna challenge FF7 Rebirth for Game of The Year this year. The graphics are beautiful and realistic, the combat is so well done and the juicy lore and story aspects have been incredible too. I would say though the best thing about this game is the boss fights, they are fun, challenging, adrenaline pumping and sometimes rage inducing but they lift this already amazing game up to a new level. Also i'd be remiss not to mention how amazing and jaw dropping the intro is. Bravo, Game Science, you just made your breakout game.",Recommended,482,29.7 hrs on record,Posted: September 15
12640,"This game is so good, great i would even say amazing. Just finished it and it left a hole, that no other game can fill. Truly a master piece.",Recommended,113,61.1 hrs on record,Posted: September 15
12641,I mean... It explains itself man,Recommended,27,91.1 hrs on record,Posted: September 15
12642,Monkey with stick was enough to convince me to buy. I enjoy being monkey with stick. You will probably enjoy being monkey with stick.,Recommended,110,36.6 hrs on record,Posted: September 15
12643,"not very good at soulslikes but wanted to give this one a shot and after figuring out the first real boss, its a lot easier to continue playing. would highly recommend for anyone still hesitant on trying this masterpiece",Recommended,182,14.0 hrs on record,Posted: September 15
12644,Attack attack dodge attack dodge and do it again and again invisible walls bad map designs its really boring.,Not Recommended,91,16.9 hrs on record,Posted: September 15
12645,good,Recommended,4,76.4 hrs on record,Posted: September 15
12646,"Nah, fam.",Not Recommended,8,70.3 hrs on record,Posted: September 15
12647,its not supporting for my pc .my pc contains geforce rtx 3050,Recommended,50,58.0 hrs on record,Posted: September 15
12648,Monke becomes The MonkeMonke recommend this game to every other MonkeMonke like Monke,Recommended,73,38.6 hrs on record,Posted: September 15
12649,"I enjoyed my time with the game a lot. Great Boss fights, interesting items, well designed skills and beautiful hand crafted levels that felt very distinct from chapter to chapter. Enemy Variety was there from chapter to chapter. Lots to explore in every chapter and definitely worth multiple playthroughs to see everything.",Recommended,273,91.8 hrs on record,Posted: September 15
12650,10/10,Recommended,5,173.5 hrs on record,Posted: September 15
12651,"Game of the year candidate.Polished combat, gripping story (i learned ALOT about Journey to the West) and some of the best visuals you will see in modern gaming.Great experience, great job Game Science!",Recommended,170,155.5 hrs on record,Posted: September 15
12652,"Pros:- gorgeous world- great portrayal of chinese mythology- the 2d cutscenes are amazing- fun player combat mechanics- great skill tree & gear upgradesCons:- almost every single cutscene lags to the point where the audio is unsynced- i could make a cup of coffee and play with my dog during loading screens and it's still not done- level design is lacking. boundaries are unclear and inconsistent with tons of invisible colliders used- lots of confusing and unnecessary branching paths that encourages missed content- some bosses are easy whereas some are really unfair. who decided it'd be a good idea to reduce the player's hp during a cutscene? you should never penalize a player for something that is not within their control. also, expect to have big differences in the animation you see vs the exact time you should dodge. in some cases, it's also definite that you'll get hit.overall, i had fun at the earlier chapters but the boss fights in the later chapters has caused a burn out. is it GOTY quality? i'd say not at all. do not expect elden ring from this game because it is far from it but still worth trying if you're into chinese mythology.",Not Recommended,955,36.3 hrs on record,Posted: September 15
12653,"Great game, requires a few restarts on amd cards if you change settings otherwise it looks like ♥♥♥♥.",Recommended,84,5.2 hrs on record,Posted: September 15
12654,GOOOOOOOOOOOOOD,Recommended,15,101.9 hrs on record,Posted: September 15
12655,Amazing!,Recommended,8,41.6 hrs on record,Posted: September 15
12656,"story is interesting and easy to understand. the combat is pretty fast paced, just with there as a parry system and i had more time to play",Recommended,113,8.4 hrs on record,Posted: September 15
12657,MONKEY,Recommended,6,14.8 hrs on record,Posted: September 15
12658,GOTY,Recommended,4,68.6 hrs on record,Posted: September 15
12659,need to be optimized for certain parts of the game.. Hope to see some bugs cleared for the next patch before any plans of dlc comes,Not Recommended,106,132.3 hrs on record,Posted: September 15
12660,best game out,Recommended,11,187.9 hrs on record,Posted: September 15
12661,monke,Recommended,5,19.1 hrs on record,Posted: September 15
12662,.,Not Recommended,1,24.4 hrs on record,Posted: September 15
12663,amazing,Recommended,7,24.2 hrs on record,Posted: September 15
12664,好玩，爱玩,Recommended,5,15.2 hrs on record,Posted: September 15
12665,amazing,Recommended,7,72.2 hrs on record,Posted: September 15
12666,Monkey👍,Recommended,7,83.6 hrs on record,Posted: September 15
12667,"I've haven't had this much fun in a long time.Combat is smooth. The game provides you with tools and limitless possibilities to change your build and style at choice without much commitment to a build. That allows for experimentation in an overall challenging game and keeps it fun and refreshing at every encounter. If you're having problems with a specific place or boss, you can rest at the shrine and allocate your sparks (points) into different skills and stats and that changes your approach for the encounter considerably.Character design is top-notch. Each boss fight is very different.At the simplest: It is a pure fun-game, and we don't have many FUN games anymore at this price point, and that's something very important.Thank you, Game Science.",Recommended,633,36.5 hrs on record,Posted: September 15
12668,Like Sekiro but Monke,Recommended,18,35.1 hrs on record,Posted: September 15
12669,Good Luck!,Recommended,9,89.1 hrs on record,Posted: September 15
12670,"black myth deliver a fantastic gameplay,storyline and environment . i had a great experience and i cant wait for dlc",Recommended,97,57.9 hrs on record,Posted: September 15
12671,very good innit,Recommended,13,75.6 hrs on record,Posted: September 15
12672,monkey hit stuff,Recommended,14,14.2 hrs on record,Posted: September 15
12673,monkeh,Recommended,6,55.6 hrs on record,Posted: September 15
12674,Ooh Ooh Ahh aah,Recommended,12,5.4 hrs on record,Posted: September 15
12675,Great game a must play!,Recommended,19,46.3 hrs on record,Posted: September 15
12676,10/10,Recommended,5,144.8 hrs on record,Posted: September 15
12677,Beautiful game! I'm talking absolutely breathtaking. The combat is smooth and intuitive. There are tons of unique bosses that each provide a challenge and satisfying reward. There are plenty of well written lore pieces throughout the game that each provide insight on there respective topics. 10/10! Would 100% recommend to friends and family.,Recommended,291,81.9 hrs on record,Posted: September 15
12678,"I finally have my game of the year, the actions and challenging bosses is so fun! Combat system is so addicting! I like the way they not allowed you to set game-play difficulty! make everyone fair and test their skill! I'm now on NG+, will still continue play until max all the relics(NG+++)!",Recommended,240,121.9 hrs on record,Posted: September 15
12679,"""Black Myth: Wukong"" is hands down one of the most realistic 3D RPGs I've ever played. After spending around 10 hours immersed in its world, I was blown away by the incredible level of detail. The scenery is breathtaking, capturing the essence of a mystical, ancient China with stunning landscapes and vibrant environments. The character designs are equally impressive, with intricate details and fluid animations that make every movement feel lifelike. The combat mechanics are challenging yet rewarding, giving you a real sense of accomplishment with each victory. It's an unforgettable experience for any RPG fan looking for a visually stunning game!",Recommended,552,111.7 hrs on record,Posted: September 15
12680,Great game,Recommended,9,66.4 hrs on record,Posted: September 15
12681,Return to Monke!,Recommended,14,26.9 hrs on record,Posted: September 15
12682,优点你们都说了，我只说缺点。没地图，没引导，在戈壁沙漠和雪地里迷路绕半天。奇怪的打击感，碰一下就硬直的天命人，关键时刻喝不到药蓄不到力磕不了头叫不到广智。,Not Recommended,77,33.3 hrs on record,Posted: September 15
12683,great game just pls fix the pixelated shadows without ray tracing,Recommended,55,44.4 hrs on record,Posted: September 15
12684,Art & Presentation：10分。除了部分LOD glitching之外，画面无可挑剔。SFX：7分。一些冷门乐器例如唢呐的加入很创新，但总体而言比较平淡，没有记忆点。Core Game Play：8.5分。机制设计的不错，总体而言很有趣。Boss Fight：8分。 难度一般，90% boss都是一把过，但部分粪怪让我破防，抬手前摇很不明显。Map design：6分。在线性地图里算得上是胡乱设计，搞得跟迷宫一样。Story Telling：7.5分。改编的剧情马马虎虎吧，无感。总体而言不错，打8分。作为一个ACT游戏存在不少瑕疵，整个工业水平和顶尖大作还是差了点距离，再接再厉。,Recommended,290,56.1 hrs on record,Posted: September 15
12685,"It's aight. Don't listen to anyone telling you it's a Souls-like; it absolutely isn't. Also, you can ignore anyone saying it's like the new God of War or Respawn's Jedi games - it isn't. It's a boss rush with large, beautiful, largely empty levels. There are occasional trash mobs but they literally fall over if you sneeze in their direction. If you're unfamiliar with Journey to the West the ""story"" here is going to be incomprehensible and it's coming by way of a self consciously wordy localisation. The game's biggest flaw is it's complete lack of moveset and/or combos. You will be tappinhg variations on the same inputs against everything from hour one to when you finish the game. It's a decent 7/10, the only reason the game is ""overwhelmingly positive"" is that this is the first major ""AAA"" release from China.",Recommended,679,55.3 hrs on record,Posted: September 15
12686,"What an experience that was. This game wasn't on my radar, but boy, I'm glad I found it.RTX 40905800x3D32Gb RAMNVMeMostly on max settings barring shadows, hair and GI on high and SRS on DLAA (Digital Foundry). 120fps+ at 1440p mostly. I would recommend playing control type B on controller.",Recommended,242,78.1 hrs on record,Posted: September 15
12687,"Very nice game, amazing graphic and gameplay, Before you buy though, the only negative thing is that it's pretty hard for me, you need to know how to play these kind of games. Not as difficult as elden ring, but still pretty difficult to master..",Recommended,202,10.3 hrs on record,Posted: September 15
12688,"beautiful adventure with a lot of content without paying extra. Graphics: perfect, action: perfect. I recommend this game for everyone who wants to have an adventure and have the satisfaction when you beat the differents bosses.",Recommended,193,81.9 hrs on record,Posted: September 15
12689,"Black Myth: Wukong is a must-play for anyone interested in a captivating narrative, thrilling combat, and stunning visuals. It's a true contender for Game of the Year sets a new benchmark for what's possible in the world of gaming",Recommended,192,84.8 hrs on record,Posted: September 15
12690,great game loveeeee the story,Recommended,25,125.6 hrs on record,Posted: September 15
12691,Deserves all the praise!,Recommended,21,33.7 hrs on record,Posted: September 15
12692,This game ♥♥♥♥♥♥♥ sucks,Not Recommended,20,16.1 hrs on record,Posted: September 15
12693,monke,Recommended,5,68.0 hrs on record,Posted: September 15
12694,Very good,Recommended,8,47.7 hrs on record,Posted: September 15
12695,it's gud,Recommended,7,70.7 hrs on record,Posted: September 15
12696,"Visuals, combat and character/boss designs are all brilliant. Early level design is pretty boring, but it improves from the second chapter onwards.",Recommended,126,119.5 hrs on record,Posted: September 15
12697,the best,Recommended,7,61.0 hrs on record,Posted: September 15
12698,"Great game, 100% worth every penny, wish they did a better job with replayability and didn't have me do 2 extra play troughs for a stance that is not worth extra 30 hours, lolBut overall, would recommend to anyone wishing to get long lasting memories from the game",Recommended,217,79.2 hrs on record,Posted: September 15
12699,确实是好游戏，该夸的夸完了。有点想法想吐槽忍不了了，玩到最后了，一遍遍出一样的问题到最后实在破防了，这个游戏的hitbox绝对有问题，特别是白眼魔君和tmd狗贼杨戬。我攒四棍连着空，你还给一道具专门围绕让棍势不消退，是不是应该给四段棍一个好一些的锁敌和伤害范围呢。我费nmb千辛万苦攒棍势结果成吨成吨的空，而且都是落在boss脚边上，是不是多少有点幽默有点逆天了。我这么关键的进攻手段这么容易空你让我玩什么呢，我费劲心机闪避来袭招式，找空窗偷刀获得的回馈就是一遍遍往boss脚面上扬土是吗？如果我每空一个离谱的三段和四段棍势都能得到一块钱的话我都能再买十份黑神话了狠狠给你tm游客上贡品，开心吗你奶奶的,Recommended,301,64.4 hrs on record,Posted: September 15
12700,Just got a new pc and wasn't sure what to get first. Glad I chose this. It blends God of War with Souls. I'm very early into the game- loving it so far and looking forward to more gorgeous cinematics and dope bosses.,Recommended,174,33.5 hrs on record,Posted: September 15
12701,"great game, no matter what people say, its not a souls like. also one of the greatest intros to a game in a while. and whilst being most anticipated it beat all expectations!!!!!!!!BLACK MYTH WUKONG IS THE GOAT!",Recommended,174,146.6 hrs on record,Posted: September 15
12702,好玩,Recommended,2,179.9 hrs on record,Posted: September 15
12703,it has no right to be this good,Recommended,24,58.5 hrs on record,Posted: September 15
12704,Game of the YEAR!!!,Recommended,16,105.5 hrs on record,Posted: September 15
12705,I assembled my first PC for this game so I maybe biased lol,Recommended,47,54.1 hrs on record,Posted: September 15
12706,Any game that has a main menu which changes as you progress through the game is good in my book.,Recommended,77,55.2 hrs on record,Posted: September 15
12707,This game is truly an epic piece.So addictive that it brought my addiction back from the GTA liberty city days.Countless hours spent over the last 2 weeks and it still has a lot more to explore.Waiting for the DLCs to release.,Recommended,186,57.1 hrs on record,Posted: September 15
12708,"Honestly an incredible game. It delivered on exactly what they advertised with it. You can tell at all points there was a great deal of care put into lore and the dialogue feeds into this as well. It's absolutely a love letter to the Journey to the West mythos and it hits home hard with that.As someone who's played through all of FromSoft's soulsborne titles, it's less of that and a bit more of a usual action game, but it takes a great deal of inspiration in structure and feel from those. It's definitely a bit easier than those, though still a fair challenge all around with a great deal of fights.The art is fantastic all around. Looking too close, you will definitely see how a lot of the environment was arranged from asset pack meshes, but they are arranged wonderfully in most areas. They did indeed do an incredible job with the vistas. The character models are all beautiful and animated cleanly. There's an abundance of variety here with crazy effects to boot. If you don't stare too close outside the normal play area, there's a great deal of eye candy to enjoy.Music and sounds are on point throughout. There's quite a bit of unique music all around and it paints the world with variety. Ambient sounds match well with the environments and boost those as you'd hope while the active sound effects sound snappy and fitting for the gameplay. The sounds guys did their homework.Cinematics go hard whether we're talking about the ingame cutscenes or the meticulously animated shorts between chapters. Again, as with the lore they really made sure these worked.Now, it's not perfect. The game probably could be more optimized, and in particular, maybe because of Denuvo or something, there are occasional stutters that are pretty bad, though these seem to even out as the game goes or when an asset like a spirit has to load. Unfortunately the stutters can cause desyncs in cutscenes on occasion, which is sad since otherwise those do work amazingly. Loading was also fairly lengthy for a game in this era. Lastly, 100%ing the game requires some grindy farming which wasn't likely to come naturally through only subsequent playthroughs.Still, you can tell there was an incredible amount of love put into this and I can easily say the game as a package is worthwhile. The gameplay is well put together and while I feel like going for every possible achievement isn't the best experience, I would 100% recommend doing everything involved in getting the secret ending. There's loads of great bosses to find that you'll only see going for all that.",Recommended,2115,89.3 hrs on record,Posted: September 15
12709,"Spend at least 13 hours till now and just reached the Tiger Vanguard boss in 2nd chapter. Its ONE OF THEE BESTTTT EXPERIENCE. After Uncharted 4, The last of us 1 & 2, GTA V, God of war and red dead 2, this is by far the best game i have ever played.",Recommended,197,105.1 hrs on record,Posted: September 15
12710,not only the best AAA game from China but also one of the best soul games all time.,Recommended,66,146.4 hrs on record,Posted: September 15
12711,Monke swing staffMonke winMonke vibes at music in chapter 2monke happi,Recommended,60,54.7 hrs on record,Posted: September 15
12712,game of the year,Recommended,13,76.8 hrs on record,Posted: September 15
12713,.,Recommended,1,1.1 hrs on record,Posted: September 15
12714,game of the universe,Recommended,17,20.1 hrs on record,Posted: September 15
12715,Love this game,Recommended,12,60.6 hrs on record,Posted: September 15
12716,"Best game ever. Amazing story, smooth gameplay and some of the coolest boss fights. You can feel the effort that was put into making this game what it is today. It even got me interested in learning more about Chinese mythology. This game sucks you in like you would not imagine.10/10 recommend to anyone at any age at any point in their life.",Recommended,281,45.0 hrs on record,Posted: September 15
12717,"I'm not a player who is familiar with this genre of games, but was taken in by the graphics and storyline (who doesn't love Journey to the West?). As someone in his mid 40s, I found the game fairly difficult to master, but was able to complete a playthrough after spending considerable time on tutorials for specific bosses. Am now in the midst of a new game + to take my revenge on bosses I really struggled with on the first playthrough. Highly recommended!",Recommended,376,111.3 hrs on record,Posted: September 15
12718,"Product refundedBlack Myth: Wukong is a visual masterpiece and a gameplay triumph, blending myth and action in a way that feels like wielding the Monkey King's staff itself—fluid, fierce, and full of surprises. The story? Epic, with stunning visuals and imaginative enemy designs that keep you on your toes.But... Denuvo. The 3rd-party DRM is like an uninvited guest that overstays their welcome, dragging performance down in what should be a high-flying adventure. It’s like strapping a stone to Wukong’s back. Without it, the game would truly shine!",Not Recommended,465,1.1 hrs on record,Posted: September 15
12719,A beautiful game with so many cool things that instantly inspired me to learn about the Journey to the West! Is definitely similar to Sekiro but is much more forgiving and gives you a lot more tools to approach battles. Definitely worth the $60!,Recommended,202,6.4 hrs on record,Posted: September 15
12720,LOVE IT LOVE IT LOVE IT!BEST GAMES OF THE YEAR!Strongly recommend! Can't wait for the future DLCs!,Recommended,82,133.4 hrs on record,Posted: September 15
12721,One of the best solo games ever made,Recommended,29,106.1 hrs on record,Posted: September 15
12722,Most beautiful Lore accurate game known to man kind,Recommended,43,45.5 hrs on record,Posted: September 15
12723,Amazing!,Recommended,8,18.7 hrs on record,Posted: September 15
12724,Would recommend.,Recommended,15,101.5 hrs on record,Posted: September 15
12725,10/10,Recommended,5,67.3 hrs on record,Posted: September 15
12726,Trust me a must play game,Recommended,20,14.5 hrs on record,Posted: September 15
12727,very good,Recommended,8,114.7 hrs on record,Posted: September 15
12728,"A painfully mediocre Souls-like in a boring empty world with no content other than the bosses, and why have mana if you can't restore it? Im 5 hours into the game and cannot restore my mana; I'd much rather that over a few healing potions. For me, this game is about a 5/10; it's playable but not really enjoyable. I have no idea what the hype is about. I mean, the setting is unique, but that isn't going to make me love it.",Not Recommended,343,6.2 hrs on record,Posted: September 15
12729,idk how people enjoy this game. some of the bosses are fun dont get me wrong but most of them are just dumb mechanic wise. Archers are really annoying for reason and even though i perfect dodge i still get hit or grabbed most of the time. The game looks beautiful and the story is great but im getting more annoyed at it then having fun. i use everything the game gives me but even still im just not enjoying myself. act 2 was the worst thing ever made,Not Recommended,364,11.8 hrs on record,Posted: September 15
12730,monke,Recommended,5,41.8 hrs on record,Posted: September 15
12731,one of the best game ever,Recommended,20,44.5 hrs on record,Posted: September 15
12732,"Great game lots of hidden rewards and bosses. It encoruages you to explore and do other things besides the main story. I love the pill and how they work, great feature.",Recommended,138,33.1 hrs on record,Posted: September 15
12733,W,Recommended,1,9.6 hrs on record,Posted: September 15
12734,Great game,Recommended,9,54.5 hrs on record,Posted: September 15
12735,Its been quite some time since I have played a game that can just simply be described as fun. I enjoyed every second of this game. I'm currently stuck on the final secret boss and the final story boss but ill get it done. I would consider this game a souls-lite rather than a souls-like even though the developer states its neither. Its quite challenging but its not completely unforgiving. Take your time to learn your skills and each bosses attack patters as you face them. Some bosses are going to take you several attempts but it never looses its luster. I believe this is a very serious contender for game of the year. I would give this game a 9/10 on my personal rankings.,Recommended,554,74.0 hrs on record,Posted: September 15
12736,The game is really fun to play. The graphics look amazing. Definitely worth the price.,Recommended,72,50.3 hrs on record,Posted: September 15
12737,Everything in game is just PERFECT!!,Recommended,31,87.4 hrs on record,Posted: September 15
12738,GOTY,Recommended,4,21.8 hrs on record,Posted: September 15
12739,"best game since pandemic,cool story, cutscene and gameplay combo's but a bit repetitive when u want to farm levelsgame dev's should take a note for making games like this and have zero ""agenda""reject humanity return to monkeyyy!",Recommended,192,67.8 hrs on record,Posted: September 15
12740,1111,Recommended,4,54.8 hrs on record,Posted: September 15
12741,"great games not just graphics and animation, but the story is also intuitive",Recommended,64,151.3 hrs on record,Posted: September 15
12742,"Great combat, incredible graphics and interesting narrative based on chinese mythology.Monke/10.",Recommended,86,21.5 hrs on record,Posted: September 15
12743,"Hitboxes on most enemies are trash, and yet I still think it should get GOTY 2024.",Recommended,67,61.6 hrs on record,Posted: September 15
12744,Realized Ideal Boss Rush. ✋ Cinema ✋,Recommended,30,13.6 hrs on record,Posted: September 15
12745,your patience will be tested,Recommended,24,87.9 hrs on record,Posted: September 15
12746,Great game cant wait to 100% it,Recommended,25,45.2 hrs on record,Posted: September 15
12747,Very good Monkey game. Craving banana smoothies now.,Recommended,45,9.3 hrs on record,Posted: September 15
12748,Incredible game!!,Recommended,16,65.1 hrs on record,Posted: September 15
12749,"boss fight 10/10story telling 10/10scenery & art 10/10Really good pacing and skill progression with abundant of challenging but not suffering boss fight, in company with breath taking scenes and silky-smooth actions, infused with rich transitional Chinese culture element.Game of my life, crazy good",Recommended,257,125.6 hrs on record,Posted: September 15
12750,"Overall a great game, addictive and fun game play, souls-like beginner friendly (once you figure out timing) and beautiful graphics, with steady performance.After the day-one driver hiccups and figuring out how to best run the game, I have had 0 issues. There are some negative reviews, some over exaggerated ones as well, but overall it is a GREAT game. I personally am not a fan of souls-like games, i don't have the skills (and patients) for it, but this has been a blast.The pacing if great, there is a boss around every other corner that delivers a fun challenge, and the journey is a beautiful and pleasant experience.I play it on in wither 1440p (at my desk) or 4K from (from the couch) with almost everything set to CINEMATIC (minus Ray Tracing which I honestly don't think makes much of a difference in this game) set at a 60fps locked. with FSR enabled. It looks friggen amazing, and feels super responsive.SPECS if you need them:Ryzen 5 7600XRX 7800XT32GB RAM",Recommended,802,20.7 hrs on record,Posted: September 15
12751,GOTY,Recommended,4,59.2 hrs on record,Posted: September 15
12752,"Product received for freeGood game, is good. Do play.",Recommended,45,80.3 hrs on record,Posted: September 15
